Peak Date,Track,With,Streams,Artist
20170210,La Ocasión - Remix,J Balvin,"827,918",Daddy Yankee
20170210,La Ocasión - Remix,Zion,"827,918",Daddy Yankee
20160416,Fronteamos Porque Podemos,De La Ghetto,"773,590",Daddy Yankee
20160416,Fronteamos Porque Podemos,Yandel,"773,590",Daddy Yankee
20160416,Fronteamos Porque Podemos,Nengo Flow,"773,590",Daddy Yankee
20170104,Tu y Yo,Tommy Torres,"604,797",Daddy Yankee
20161021,Cierra los ojos,Zion & Lennox,"237,266",Daddy Yankee
20151219,Ginza - Remix,J Balvin,"208,337",Daddy Yankee
20151219,Ginza - Remix,Yandel,"208,337",Daddy Yankee
20151219,Ginza - Remix,Farruko,"208,337",Daddy Yankee
20151219,Ginza - Remix,Nicky Jam,"208,337",Daddy Yankee
20151219,Ginza - Remix,De La Ghetto,"208,337",Daddy Yankee
20151219,Ginza - Remix,Zion,"208,337",Daddy Yankee
20151219,Ginza - Remix,Arcangel,"208,337",Daddy Yankee
20151219,Ginza - Remix,Sky,"208,337",Daddy Yankee
20151219,Ginza - Remix,"Alejandro ""Mosty"" Patiño","208,337",Daddy Yankee
20180101,"Lo Que Paso, Paso",,"166,522",Daddy Yankee
20171231,Gasolina,,"130,906",Daddy Yankee
20151215,Ginza - Remix,J Balvin,"110,063",Daddy Yankee
20151215,Ginza - Remix,Yandel,"110,063",Daddy Yankee
20151215,Ginza - Remix,Farruko,"110,063",Daddy Yankee
20151215,Ginza - Remix,Nicky Jam,"110,063",Daddy Yankee
20151215,Ginza - Remix,DeLaGhetto,"110,063",Daddy Yankee
20151215,Ginza - Remix,Zion,"110,063",Daddy Yankee
20151215,Ginza - Remix,Arcangel,"110,063",Daddy Yankee
20181110,Tu Príncipe,Zion & Lennox,"103,948",Daddy Yankee
20151218,Corazón,Claudia Leitte,"83,805",Daddy Yankee
20150516,Lovumba,,"83,451",Daddy Yankee
20180727,Buena Vida,Natti Natasha,"69,599",Daddy Yankee
20150214,La Despedida,,"65,828",Daddy Yankee
20150705,Ven Conmigo,Prince Royce,"53,023",Daddy Yankee
20170121,Tu Hombre,Nicky Jam,"34,868",Daddy Yankee
20151004,Estas Aqui,DJ Nelson,"25,624",Daddy Yankee
20151004,Estas Aqui,OnellFlow,"25,624",Daddy Yankee
20151004,Estas Aqui,Nicky Jam,"25,624",Daddy Yankee
20151004,Estas Aqui,Zion,"25,624",Daddy Yankee
20151004,Estas Aqui,J Alvarez,"25,624",Daddy Yankee
20190616,Salgo Pa' la Calle,Randy,"19,500",Daddy Yankee
20190720,"Lo Que Pasó, Pasó",,"18,427",Daddy Yankee
20150512,Sábado Rebelde - Damn Frog Trap Remix,Plan B,"17,295",Daddy Yankee
20190316,Llamado de Emergencia,,"3,377",Daddy Yankee
20160728,Panda (Remix),Almighty,"3,156",Daddy Yankee
20160728,Panda (Remix),Farruko,"3,156",Daddy Yankee
20160728,Panda (Remix),Cosculluela,"3,156",Daddy Yankee
20180803,SICKO MODE,,"916,931,347",Travis Scott
20170609,goosebumps,,"761,448,996",Travis Scott
20181016,ZEZE,Kodak Black,"514,339,115",Travis Scott
20181016,ZEZE,Offset,"514,339,115",Travis Scott
20180803,BUTTERFLY EFFECT,,"472,545,454",Travis Scott
20191004,HIGHEST IN THE ROOM,,"348,608,305",Travis Scott
20190524,The London,Young Thug,"332,750,763",Travis Scott
20190524,The London,J. Cole,"332,750,763",Travis Scott
20170320,Portland,Drake,"218,636,166",Travis Scott
20170320,Portland,Quavo,"218,636,166",Travis Scott
20190906,Take What You Want,Post Malone,"205,328,388",Travis Scott
20190906,Take What You Want,Ozzy Osbourne,"205,328,388",Travis Scott
20170616,Know No Better,Major Lazer,"198,405,640",Travis Scott
20170616,Know No Better,Camila Cabello,"198,405,640",Travis Scott
20170616,Know No Better,Quavo,"198,405,640",Travis Scott
20161123,pick up the phone,Young Thug,"193,390,488",Travis Scott
20180803,STARGAZING,,"193,144,760",Travis Scott
20180803,YOSEMITE,,"190,693,350",Travis Scott
20170907,Love Galore,SZA,"176,412,652",Travis Scott
20180208,Sky Walker,Miguel,"161,345,504",Travis Scott
20160115,Antidote,,"146,454,476",Travis Scott
20190712,Antisocial,Ed Sheeran,"101,640,602",Travis Scott
20171103,beibs in the trap,,"91,659,340",Travis Scott
20171103,Ghostface Killers,21 Savage,"91,194,450",Travis Scott
20171103,Ghostface Killers,Offset,"91,194,450",Travis Scott
20171103,Ghostface Killers,Metro Boomin,"91,194,450",Travis Scott
20170620,4 AM,2 Chainz,"81,851,606",Travis Scott
20191108,Hot (Remix),Young Thug,"81,342,628",Travis Scott
20191108,Hot (Remix),Gunna,"81,342,628",Travis Scott
20180504,Watch,Lil Uzi Vert,"69,147,842",Travis Scott
20180504,Watch,Kanye West,"69,147,842",Travis Scott
20180518,Champion,NAV,"66,337,094",Travis Scott
20171208,Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,"49,738,885",Travis Scott
20160722,Champions,Kanye West,"48,381,886",Travis Scott
20160722,Champions,Gucci Mane,"48,381,886",Travis Scott
20160722,Champions,Big Sean,"48,381,886",Travis Scott
20160722,Champions,2 Chainz,"48,381,886",Travis Scott
20160722,Champions,Yo Gotti,"48,381,886",Travis Scott
20160722,Champions,Quavo,"48,381,886",Travis Scott
20160722,Champions,Desiigner,"48,381,886",Travis Scott
20190419,Power is Power,SZA,"42,989,292",Travis Scott
20190419,Power is Power,The Weeknd,"42,989,292",Travis Scott
20190419,Power is Power,Game of Thrones,"42,989,292",Travis Scott
20180803,WAKE UP,,"42,210,729",Travis Scott
20190222,Legacy,Offset,"40,222,418",Travis Scott
20190222,Legacy,21 Savage,"40,222,418",Travis Scott
20151113,No Sense,Justin Bieber,"40,032,524",Travis Scott
20180803,CAROUSEL,,"39,833,001",Travis Scott
20191227,HIGHEST IN THE ROOM,ROSALÍA,"39,788,101",Travis Scott
20191227,HIGHEST IN THE ROOM,Lil Baby,"39,788,101",Travis Scott
20180209,Big Shot,Kendrick Lamar,"38,751,530",Travis Scott
20190118,First Off,Future,"38,455,122",Travis Scott
20180803,CAN'T SAY,,"37,543,144",Travis Scott
20180928,Let It Fly,Lil Wayne,"34,258,892",Travis Scott
20180803,STOP TRYING TO BE GOD,,"32,914,841",Travis Scott
20171222,Saint,Huncho Jack,"30,959,145",Travis Scott
20171222,Saint,Quavo,"30,959,145",Travis Scott
20180803,R.I.P. SCREW,,"30,440,089",Travis Scott
20180803,NO BYSTANDERS,,"30,421,138",Travis Scott
20160206,Bake Sale,Wiz Khalifa,"29,653,238",Travis Scott
20170131,Kelly Price,Migos,"28,853,239",Travis Scott
20180803,5% TINT,,"24,780,342",Travis Scott
20180803,NC-17,,"22,412,598",Travis Scott
20190412,CHopstix,ScHoolboy Q,"22,105,306",Travis Scott
20180803,WHO? WHAT!,,"21,989,604",Travis Scott
20171208,Go Legend (& Metro Boomin),Big Sean,"21,979,604",Travis Scott
20171208,Go Legend (& Metro Boomin),Metro Boomin,"21,979,604",Travis Scott
20180803,HOUSTONFORNICATION,,"20,530,659",Travis Scott
20180803,ASTROTHUNDER,,"19,460,909",Travis Scott
20180803,SKELETONS,,"19,416,219",Travis Scott
20171222,Dubai Shit,Huncho Jack,"18,653,369",Travis Scott
20171222,Dubai Shit,Quavo,"18,653,369",Travis Scott
20171222,Dubai Shit,Offset,"18,653,369",Travis Scott
20180504,CLOSE,Rae Sremmurd,"16,966,790",Travis Scott
20180504,CLOSE,Swae Lee,"16,966,790",Travis Scott
20180504,CLOSE,Slim Jxmmi,"16,966,790",Travis Scott
20191220,Hop Off A Jet,Young Thug,"12,989,471",Travis Scott
20170623,Don't Quit,DJ Khaled,"12,382,022",Travis Scott
20170623,Don't Quit,Calvin Harris,"12,382,022",Travis Scott
20170623,Don't Quit,Jeremih,"12,382,022",Travis Scott
20180810,Dark Knight Dummo,Trippie Redd,"12,344,873",Travis Scott
20190517,Celebrate,DJ Khaled,"12,194,983",Travis Scott
20190517,Celebrate,Post Malone,"12,194,983",Travis Scott
20181102,Overdue,Metro Boomin,"11,600,243",Travis Scott
20171222,Modern Slavery,Huncho Jack,"11,580,202",Travis Scott
20171222,Modern Slavery,Quavo,"11,580,202",Travis Scott
20171222,Black & Chinese,Huncho Jack,"10,895,366",Travis Scott
20171222,Black & Chinese,Quavo,"10,895,366",Travis Scott
20191227,GATTI,JACKBOYS,"10,549,808",Travis Scott
20191227,GATTI,Pop Smoke,"10,549,808",Travis Scott
20181102,Dreamcatcher,Metro Boomin,"10,486,232",Travis Scott
20181102,Dreamcatcher,Swae Lee,"10,486,232",Travis Scott
20180803,COFFEE BEAN,,"10,429,221",Travis Scott
20190301,Whip,2 Chainz,"9,754,481",Travis Scott
20181102,No More,Metro Boomin,"9,267,392",Travis Scott
20181102,No More,Kodak Black,"9,267,392",Travis Scott
20181102,No More,21 Savage,"9,267,392",Travis Scott
20170823,Know No Better,Major Lazer,"9,030,147",Travis Scott
20170823,Know No Better,Camila Cabello,"9,030,147",Travis Scott
20170823,Know No Better,Bad Bunny,"9,030,147",Travis Scott
20170823,Know No Better,Quavo,"9,030,147",Travis Scott
20171222,Eye 2 Eye,Huncho Jack,"8,854,198",Travis Scott
20171222,Eye 2 Eye,Quavo,"8,854,198",Travis Scott
20171222,Eye 2 Eye,Takeoff,"8,854,198",Travis Scott
20180126,White Sand,Migos,"8,342,425",Travis Scott
20180126,White Sand,Ty Dolla $ign,"8,342,425",Travis Scott
20180126,White Sand,Big Sean,"8,342,425",Travis Scott
20171222,Motorcycle Patches,Huncho Jack,"7,852,751",Travis Scott
20171222,Motorcycle Patches,Quavo,"7,852,751",Travis Scott
20150218,Company,Drake,"7,193,011",Travis Scott
20181130,SICKO MODE - Skrillex Remix,Skrillex,"6,708,609",Travis Scott
20190118,Mile High,James Blake,"6,632,371",Travis Scott
20190118,Mile High,Metro Boomin,"6,632,371",Travis Scott
20171222,Huncho Jack,Huncho Jack,"5,883,670",Travis Scott
20171222,Huncho Jack,Quavo,"5,883,670",Travis Scott
20161217,Baptized In Fire,Kid Cudi,"5,308,120",Travis Scott
20181012,RERUN,Quavo,"4,496,094",Travis Scott
20170630,Prayers Up,Calvin Harris,"4,387,411",Travis Scott
20170630,Prayers Up,A-Trak,"4,387,411",Travis Scott
20181102,Up To Something,Metro Boomin,"4,375,954",Travis Scott
20181102,Up To Something,Young Thug,"4,375,954",Travis Scott
20150904,3500,Future,"4,247,387",Travis Scott
20150904,3500,2 Chainz,"4,247,387",Travis Scott
20160115,Whole Lotta Lovin',Mustard,"3,857,367",Travis Scott
20160422,A-Team,,"3,750,673",Travis Scott
20171222,Saint Laurent Mask,Huncho Jack,"3,713,815",Travis Scott
20171222,Saint Laurent Mask,Quavo,"3,713,815",Travis Scott
20160830,Floyd Mayweather,Young Thug,"3,546,394",Travis Scott
20160830,Floyd Mayweather,Gucci Mane,"3,546,394",Travis Scott
20160830,Floyd Mayweather,Gunna,"3,546,394",Travis Scott
20170303,Go Off,Lil Uzi Vert,"3,469,371",Travis Scott
20170303,Go Off,Quavo,"3,469,371",Travis Scott
20171222,Go,Huncho Jack,"3,201,905",Travis Scott
20171222,Go,Quavo,"3,201,905",Travis Scott
20171222,Moon Rock,Huncho Jack,"3,109,295",Travis Scott
20171222,Moon Rock,Quavo,"3,109,295",Travis Scott
20171222,How U Feel,Huncho Jack,"2,967,154",Travis Scott
20171222,How U Feel,Quavo,"2,967,154",Travis Scott
20171222,Where U From,Huncho Jack,"2,576,693",Travis Scott
20171222,Where U From,Quavo,"2,576,693",Travis Scott
20181102,Only 1 (Interlude),Metro Boomin,"2,552,633",Travis Scott
20180511,Love Hurts,Playboi Carti,"2,266,898",Travis Scott
20160926,through the late night,,"2,136,873",Travis Scott
20170623,On Everything,DJ Khaled,"2,046,855",Travis Scott
20170623,On Everything,Rick Ross,"2,046,855",Travis Scott
20170623,On Everything,Big Sean,"2,046,855",Travis Scott
20171007,Blue Pill,Metro Boomin,"1,919,955",Travis Scott
20171013,Deserve,Kris Wu,"1,702,032",Travis Scott
20180928,Neighbor,Juicy J,"1,636,432",Travis Scott
20171222,Best Man,Huncho Jack,"1,596,702",Travis Scott
20171222,Best Man,Quavo,"1,596,702",Travis Scott
20150905,Nightcrawler,Swae Lee,"1,513,097",Travis Scott
20150905,Nightcrawler,Chief Keef,"1,513,097",Travis Scott
20150904,90210,Kacy Hill,"1,421,121",Travis Scott
20150904,Pray 4 Love,The Weeknd,"1,149,191",Travis Scott
20170623,Down for Life,DJ Khaled,"799,957",Travis Scott
20170623,Down for Life,PARTYNEXTDOOR,"799,957",Travis Scott
20170623,Down for Life,Future,"799,957",Travis Scott
20170623,Down for Life,Rick Ross,"799,957",Travis Scott
20170623,Down for Life,Kodak Black,"799,957",Travis Scott
20170623,It's Secured,DJ Khaled,"714,530",Travis Scott
20170623,It's Secured,Nas,"714,530",Travis Scott
20150904,Oh My Dis Side,Quavo,"672,073",Travis Scott
20160903,Last Time,Gucci Mane,"618,685",Travis Scott
20160928,3 Wayz,Ty Dolla $ign,"516,212",Travis Scott
20170714,Jump,French Montana,"462,420",Travis Scott
20150904,Piss On Your Grave,Kanye West,"221,159",Travis Scott
20150904,Pornography,,"181,662",Travis Scott
20191223,Antisocial,Ed Sheeran,"153,999",Travis Scott
20191223,Antisocial,Ghali,"153,999",Travis Scott
20160226,waves,Miguel,"104,379",Travis Scott
20160805,Oh Me Oh My,DJ Snake,"10,497",Travis Scott
20160805,Oh Me Oh My,Migos,"10,497",Travis Scott
20160805,Oh Me Oh My,GASHI,"10,497",Travis Scott
20150425,Night Riders,Major Lazer,"5,184",Travis Scott
20150425,Night Riders,2 Chainz,"5,184",Travis Scott
20150425,Night Riders,Pusha T,"5,184",Travis Scott
20150425,Night Riders,Mad Cobra,"5,184",Travis Scott
20161126,Starboy,Daft Punk,"965,198,098",The Weeknd
20150904,Can't Feel My Face,,"640,996,314",The Weeknd
20161129,I Feel It Coming,Daft Punk,"597,100,429",The Weeknd
20150904,The Hills,,"545,046,576",The Weeknd
20180330,Call Out My Name,,"345,784,948",The Weeknd
20150227,Earned It (Fifty Shades Of Grey),,"330,707,747",The Weeknd
20160506,Low Life,Future,"290,368,522",The Weeknd
20180209,Pray For Me,Kendrick Lamar,"235,378,030",The Weeknd
20200117,Blinding Lights,,"177,570,603",The Weeknd
20141231,Love Me Harder,Ariana Grande,"176,834,105",The Weeknd
20161128,Party Monster,,"176,714,000",The Weeknd
20150901,Often,,"141,255,577",The Weeknd
20160122,In The Night,,"129,510,700",The Weeknd
20191127,Heartless,,"126,413,499",The Weeknd
20161129,Reminder,,"104,069,001",The Weeknd
20161201,Die For You,,"74,701,286",The Weeknd
20190115,Lost in the Fire,Gesaffelstein,"73,475,462",The Weeknd
20161128,Sidewalks,Kendrick Lamar,"72,478,534",The Weeknd
20161130,Six Feet Under,,"69,683,127",The Weeknd
20150901,Acquainted,,"66,730,299",The Weeknd
20180330,Wasted Times,,"64,025,850",The Weeknd
20180330,Try Me,,"55,873,564",The Weeknd
20161130,Rockin’,,"51,589,920",The Weeknd
20150902,Dark Times,Ed Sheeran,"48,837,201",The Weeknd
20161128,False Alarm,,"45,930,591",The Weeknd
20170217,Some Way,NAV,"44,379,146",The Weeknd
20190419,Power is Power,SZA,"42,989,292",The Weeknd
20190419,Power is Power,Travis Scott,"42,989,292",The Weeknd
20190419,Power is Power,Game of Thrones,"42,989,292",The Weeknd
20170302,Comin Out Strong,Future,"39,673,933",The Weeknd
20161128,Secrets,,"37,547,847",The Weeknd
20170421,Lust for Life,Lana Del Rey,"36,949,491",The Weeknd
20161129,True Colors,,"36,266,808",The Weeknd
20180330,Hurt You,Gesaffelstein,"34,478,853",The Weeknd
20150515,Often - Kygo Remix,Kygo,"34,154,175",The Weeknd
20170915,Curve,Gucci Mane,"32,869,687",The Weeknd
20180330,I Was Never There,Gesaffelstein,"31,520,217",The Weeknd
20180330,Privilege,,"27,789,605",The Weeknd
20190322,Price On My Head,NAV,"26,661,091",The Weeknd
20160922,Wicked Games,,"25,790,462",The Weeknd
20161128,All I Know,Future,"25,047,280",The Weeknd
20150902,Real Life,,"24,952,782",The Weeknd
20150902,Tell Your Friends,,"24,802,287",The Weeknd
20161129,Attention,,"22,591,804",The Weeknd
20161128,A Lonely Night,,"20,482,302",The Weeknd
20161129,Nothing Without You,,"18,142,080",The Weeknd
20161130,Ordinary Life,,"17,908,946",The Weeknd
20160415,Might Not,Belly,"16,987,752",The Weeknd
20161128,Love To Lay,,"16,949,133",The Weeknd
20161128,Stargirl Interlude,Lana Del Rey,"16,919,174",The Weeknd
20150829,Prisoner,Lana Del Rey,"16,645,403",The Weeknd
20150831,Shameless,,"12,732,637",The Weeknd
20150831,Losers,Labrinth,"12,646,870",The Weeknd
20170825,UnFazed,Lil Uzi Vert,"10,057,801",The Weeknd
20170714,A Lie,French Montana,"9,992,878",The Weeknd
20170714,A Lie,Max B,"9,992,878",The Weeknd
20170804,Reminder - Remix,A$AP Rocky,"9,346,726",The Weeknd
20170804,Reminder - Remix,Young Thug,"9,346,726",The Weeknd
20150831,Angel,,"8,275,113",The Weeknd
20151104,The Hills - Remix,Eminem,"7,589,949",The Weeknd
20161118,Starboy - Kygo Remix,Daft Punk,"6,871,559",The Weeknd
20161118,Starboy - Kygo Remix,Kygo,"6,871,559",The Weeknd
20150831,As You Are,,"5,802,244",The Weeknd
20150217,Where You Belong,,"3,853,429",The Weeknd
20190423,6 Inch,Beyoncé,"3,605,269",The Weeknd
20180525,What You Want,Belly,"3,436,997",The Weeknd
20150630,Pullin Up,Meek Mill,"3,190,134",The Weeknd
20180811,Thought I Knew You,Nicki Minaj,"2,951,379",The Weeknd
20161129,Or Nah,Ty Dolla $ign,"2,580,867",The Weeknd
20161129,Or Nah,Wiz Khalifa,"2,580,867",The Weeknd
20161129,Or Nah,Mustard,"2,580,867",The Weeknd
20180504,Bedtime Stories,Rae Sremmurd,"2,343,553",The Weeknd
20180504,Bedtime Stories,Swae Lee,"2,343,553",The Weeknd
20180504,Bedtime Stories,Slim Jxmmi,"2,343,553",The Weeknd
20150925,Nocturnal,Disclosure,"1,717,980",The Weeknd
20150303,Elastic Heart,Sia,"1,467,839",The Weeknd
20150303,Elastic Heart,Diplo,"1,467,839",The Weeknd
20150904,Pray 4 Love,Travis Scott,"1,149,191",The Weeknd
20151028,The Hills - Remix,Nicki Minaj,"881,895",The Weeknd
20161129,The Morning,,"314,558",The Weeknd
20151128,Can't Feel My Face - Martin Garrix Remix,Martin Garrix,"298,182",The Weeknd
20180324,Come Thru,Trouble,"186,686",The Weeknd
20180324,Come Thru,Mike WiLL Made-It,"186,686",The Weeknd
20160826,Wild Love,Cashmere Cat,"177,317",The Weeknd
20160826,Wild Love,Francis and the Lights,"177,317",The Weeknd
20131201,Odd Look,Kavinsky,"13,148",The Weeknd
20150321,Belong To The World,,"10,122",The Weeknd
20160219,Nocturnal - Disclosure V.I.P. / Radio Edit,Disclosure,"1,885",The Weeknd
20180713,Girls Like You,Maroon 5,"1,011,547,577",Cardi B
20180713,I Like It,Bad Bunny,"915,611,923",Cardi B
20180713,I Like It,J Balvin,"915,611,923",Cardi B
20181031,Taki Taki,DJ Snake,"897,865,374",Cardi B
20181031,Taki Taki,Selena Gomez,"897,865,374",Cardi B
20181031,Taki Taki,Ozuna,"897,865,374",Cardi B
20170929,Bodak Yellow,,"391,953,309",Cardi B
20180130,Finesse - Remix; feat. Cardi B,Bruno Mars,"293,119,797",Cardi B
20180112,No Limit,G-Eazy,"287,729,119",Cardi B
20180112,No Limit,A$AP Rocky,"287,729,119",Cardi B
20190712,South of the Border,Ed Sheeran,"277,672,869",Cardi B
20190712,South of the Border,Camila Cabello,"277,672,869",Cardi B
20180126,MotorSport,Migos,"213,583,235",Cardi B
20180126,MotorSport,Nicki Minaj,"213,583,235",Cardi B
20181026,Money,,"199,917,029",Cardi B
20180110,Bartier Cardi,21 Savage,"176,365,362",Cardi B
20190215,Please Me,Bruno Mars,"146,197,193",Cardi B
20180413,Be Careful,,"99,201,031",Cardi B
20190702,Rodeo,Lil Nas X,"89,649,016",Cardi B
20190222,Clout,Offset,"73,149,301",Cardi B
20180112,La Modelo,Ozuna,"65,884,701",Cardi B
20180511,Girls,Rita Ora,"59,613,796",Cardi B
20180511,Girls,Bebe Rexha,"59,613,796",Cardi B
20180511,Girls,Charli XCX,"59,613,796",Cardi B
20190927,Writing on the Wall,French Montana,"55,226,171",Cardi B
20190927,Writing on the Wall,Rvssian,"55,226,171",Cardi B
20190927,Writing on the Wall,Post Malone,"55,226,171",Cardi B
20180406,Drip,Migos,"41,772,890",Cardi B
20180411,I Do,SZA,"38,286,663",Cardi B
20180409,Ring,Kehlani,"31,022,007",Cardi B
20190531,Press,,"29,659,367",Cardi B
20190517,Wish Wish,DJ Khaled,"21,926,744",Cardi B
20190517,Wish Wish,21 Savage,"21,926,744",Cardi B
20180409,Best Life,Chance the Rapper,"17,929,680",Cardi B
20190304,Thotiana,Blueface,"16,585,481",Cardi B
20190304,Thotiana,YG,"16,585,481",Cardi B
20180407,Bickenhead,,"15,762,643",Cardi B
20190126,Twerk,City Girls,"14,441,914",Cardi B
20180406,Get Up 10,,"13,282,815",Cardi B
20180409,Thru Your Phone,,"11,954,823",Cardi B
20181201,On Me,Meek Mill,"11,184,013",Cardi B
20180409,Money Bag,,"10,413,913",Cardi B
20180407,She Bad,YG,"9,718,988",Cardi B
20180706,Who Want The Smoke?,Lil Yachty,"7,030,020",Cardi B
20180706,Who Want The Smoke?,Offset,"7,030,020",Cardi B
20180216,Ahora Dice - Real Hasta La Muerte Remix,Chris Jeday,"6,577,623",Cardi B
20180216,Ahora Dice - Real Hasta La Muerte Remix,J Balvin,"6,577,623",Cardi B
20180216,Ahora Dice - Real Hasta La Muerte Remix,Ozuna,"6,577,623",Cardi B
20180216,Ahora Dice - Real Hasta La Muerte Remix,Offset,"6,577,623",Cardi B
20180216,Ahora Dice - Real Hasta La Muerte Remix,Anuel,"6,577,623",Cardi B
20180216,Ahora Dice - Real Hasta La Muerte Remix,Arcangel,"6,577,623",Cardi B
20180921,Backin' It Up,Pardison Fontaine,"3,017,351",Cardi B
20180817,I Like It,Kontra K,"2,691,032",Cardi B
20180817,I Like It,AK Ausserkontrolle,"2,691,032",Cardi B
20180518,Dinero,Jennifer Lopez,"2,057,269",Cardi B
20180518,Dinero,DJ Khaled,"2,057,269",Cardi B
20181012,CHAMPAGNE ROSÉ,Quavo,"1,788,001",Cardi B
20181012,CHAMPAGNE ROSÉ,Madonna,"1,788,001",Cardi B
20181102,Mi Mami,El Alfa,"251,005",Cardi B
20190927,South of the Border,Ed Sheeran,"228,838",Cardi B
20190927,South of the Border,Camila Cabello,"228,838",Cardi B
20190927,South of the Border,Cheat Codes,"228,838",Cardi B
20171007,Bodak Yellow,Messiah,"63,314",Cardi B
20190906,YES,Fat Joe,"60,249",Cardi B
20190906,YES,Anuel Aa,"60,249",Cardi B
20191004,South of the Border,Ed Sheeran,"33,176",Cardi B
20191004,South of the Border,Camila Cabello,"33,176",Cardi B
